fid,UBIGEO,CODDPTO,NOMBDPTO,CODPROV,NOMBPROV,CODDIST,NOMBDIST,CODCCPP,NOMCCPP,CODZONA,SUFZONA,CODMZNA,SUFMZNA,CIUDAD,IDMANZANA,ID
"173","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","021",A,CHIMBOTE,02180900500021A,"173"
"174","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","021",C,CHIMBOTE,02180900500021C,"174"
"175","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","014",,CHIMBOTE,"02180900500014","175"
"176","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","018",,CHIMBOTE,"02180900500018","176"
"177","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","017",A,CHIMBOTE,02180900500017A,"177"
"178","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","016",C,CHIMBOTE,02180900500016C,"178"
"179","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","015",,CHIMBOTE,"02180900500015","179"
"180","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","040",A,CHIMBOTE,02180900500040A,"180"
"181","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","053",,CHIMBOTE,"02180900500053","181"
"182","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","039",,CHIMBOTE,"02180900500039","182"
"183","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","038",A,CHIMBOTE,02180900500038A,"183"
"184","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","037",,CHIMBOTE,"02180900500037","184"
"185","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","036",,CHIMBOTE,"02180900500036","185"
"186","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","057",A,CHIMBOTE,02180900500057A,"186"
"187","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","056",,CHIMBOTE,"02180900500056","187"
"188","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","055",,CHIMBOTE,"02180900500055","188"
"189","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","059",B,CHIMBOTE,02180900500059B,"189"
"190","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","034",,CHIMBOTE,"02180900500034","190"
"191","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","023",,CHIMBOTE,"02180900500023","191"
"192","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","023",B,CHIMBOTE,02180900500023B,"192"
"193","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","023",A,CHIMBOTE,02180900500023A,"193"
"194","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","030",,CHIMBOTE,"02180900502030","194"
"195","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","029",,CHIMBOTE,"02180900502029","195"
"196","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","028",,CHIMBOTE,"02180900502028","196"
"197","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","027",,CHIMBOTE,"02180900502027","197"
"198","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","047",A,CHIMBOTE,02180900100047A,"198"
"199","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","049",,CHIMBOTE,"02180900100049","199"
"200","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","050",A,CHIMBOTE,02180900100050A,"200"
"201","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","052",,CHIMBOTE,"02180900100052","201"
"202","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"002","00","029",C,CHIMBOTE,02180900200029C,"202"
"203","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"002","00","029",B,CHIMBOTE,02180900200029B,"203"
"204","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"002","00","033",A,CHIMBOTE,02180900200033A,"204"
"205","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"003","00","025",C,CHIMBOTE,02180900300025C,"205"
"206","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","017",B,CHIMBOTE,02180900400017B,"206"
"207","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","002",D,CHIMBOTE,02180900100002D,"207"
"208","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","003",,CHIMBOTE,"02180900100003","208"
"209","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","004",,CHIMBOTE,"02180900100004","209"
"210","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","005",A,CHIMBOTE,02180900100005A,"210"
"211","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","006",E,CHIMBOTE,02180900100006E,"211"
"212","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","010",A,CHIMBOTE,02180900100010A,"212"
"213","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","012",C,CHIMBOTE,02180900100012C,"213"
"214","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","012",B,CHIMBOTE,02180900100012B,"214"
"215","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","013",,CHIMBOTE,"02180900100013","215"
"216","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","014",,CHIMBOTE,"02180900100014","216"
"217","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","012",A,CHIMBOTE,02180900100012A,"217"
"218","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","013",A,CHIMBOTE,02180900100013A,"218"
"219","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","015",A,CHIMBOTE,02180900100015A,"219"
"220","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","016",A,CHIMBOTE,02180900100016A,"220"
"221","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","016",B,CHIMBOTE,02180900100016B,"221"
"222","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","016",D,CHIMBOTE,02180900100016D,"222"
"223","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","002",,CHIMBOTE,"02180900400002","223"
"224","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","004",,CHIMBOTE,"02180900400004","224"
"225","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","005",,CHIMBOTE,"02180900400005","225"
"226","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","003",,CHIMBOTE,"02180900400003","226"
"227","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","006",,CHIMBOTE,"02180900400006","227"
"228","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","007",A,CHIMBOTE,02180900400007A,"228"
"229","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","025",,CHIMBOTE,"02180900400025","229"
"230","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","024",,CHIMBOTE,"02180900400024","230"
"231","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","023",,CHIMBOTE,"02180900400023","231"
"232","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","026",,CHIMBOTE,"02180900400026","232"
"233","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","029",,CHIMBOTE,"02180900400029","233"
"234","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","030",,CHIMBOTE,"02180900400030","234"
"235","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","033",,CHIMBOTE,"02180900400033","235"
"236","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","020",,CHIMBOTE,"02180900400020","236"
"237","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","022",A,CHIMBOTE,02180900400022A,"237"
"238","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","019",,CHIMBOTE,"02180900400019","238"
"239","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","008",A,CHIMBOTE,02180900400008A,"239"
"240","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","017",A,CHIMBOTE,02180900400017A,"240"
"241","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","018",A,CHIMBOTE,02180900400018A,"241"
"242","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","016",,CHIMBOTE,"02180900400016","242"
"243","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","009",,CHIMBOTE,"02180900400009","243"
"244","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","015",,CHIMBOTE,"02180900400015","244"
"245","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","034",B,CHIMBOTE,02180900400034B,"245"
"246","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","032",,CHIMBOTE,"02180900400032","246"
"247","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","031",,CHIMBOTE,"02180900400031","247"
"248","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","027",,CHIMBOTE,"02180900400027","248"
"249","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","028",,CHIMBOTE,"02180900400028","249"
"250","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","045",,CHIMBOTE,"02180900500045","250"
"251","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","046",,CHIMBOTE,"02180900500046","251"
"252","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","044",,CHIMBOTE,"02180900500044","252"
"253","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","047",,CHIMBOTE,"02180900500047","253"
"254","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","048",,CHIMBOTE,"02180900500048","254"
"255","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","041",,CHIMBOTE,"02180900500041","255"
"256","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","001",V,CHIMBOTE,02180900100001V,"256"
"257","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","001",N,CHIMBOTE,02180900100001N,"257"
"258","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","001",Y,CHIMBOTE,02180900100001Y,"258"
"259","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","001",X,CHIMBOTE,02180900100001X,"259"
"260","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"002","00","017",,CHIMBOTE,"02180900200017","260"
"261","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","046",,CHIMBOTE,"02180900400046","261"
"262","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","040",,CHIMBOTE,"02180900400040","262"
"263","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","014",,CHIMBOTE,"02180900400014","263"
"264","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","012",,CHIMBOTE,"02180900400012","264"
"265","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","013",,CHIMBOTE,"02180900400013","265"
"266","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","038",,CHIMBOTE,"02180900400038","266"
"267","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","013",,CHIMBOTE,"02180900500013","267"
"268","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","019",,CHIMBOTE,"02180900500019","268"
"269","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"002","00","008",A,CHIMBOTE,02180900200008A,"269"
"270","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"002","00","009",A,CHIMBOTE,02180900200009A,"270"
"271","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"002","00","010",,CHIMBOTE,"02180900200010","271"
"272","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"002","00","011",,CHIMBOTE,"02180900200011","272"
"273","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"002","00","012",,CHIMBOTE,"02180900200012","273"
"274","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"002","00","013",,CHIMBOTE,"02180900200013","274"
"275","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"002","00","014",,CHIMBOTE,"02180900200014","275"
"276","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"002","00","015",,CHIMBOTE,"02180900200015","276"
"277","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"002","00","016",,CHIMBOTE,"02180900200016","277"
"278","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","001",F,CHIMBOTE,02180900100001F,"278"
"279","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","001",E,CHIMBOTE,02180900100001E,"279"
"280","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","006",F,CHIMBOTE,02180900100006F,"280"
"281","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","007",D,CHIMBOTE,02180900100007D,"281"
"282","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","012",G,CHIMBOTE,02180900100012G,"282"
"283","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","012",F,CHIMBOTE,02180900100012F,"283"
"284","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"003","00","043",,CHIMBOTE,"02180900300043","284"
"285","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"003","00","046",,CHIMBOTE,"02180900300046","285"
"286","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"003","00","047",,CHIMBOTE,"02180900300047","286"
"287","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"003","00","048",,CHIMBOTE,"02180900300048","287"
"288","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","058",A,CHIMBOTE,02180900100058A,"288"
"289","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","058",,CHIMBOTE,"02180900100058","289"
"290","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","031",B,CHIMBOTE,02180900100031B,"290"
"291","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","031",A,CHIMBOTE,02180900100031A,"291"
"292","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"002","00","056",C,CHIMBOTE,02180900200056C,"292"
"293","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"002","00","056",E,CHIMBOTE,02180900200056E,"293"
"294","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"003","00","049",,CHIMBOTE,"02180900300049","294"
"295","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"003","00","050",B,CHIMBOTE,02180900300050B,"295"
"296","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"003","00","051",,CHIMBOTE,"02180900300051","296"
"297","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"003","00","051",A,CHIMBOTE,02180900300051A,"297"
"298","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"003","00","053",,CHIMBOTE,"02180900300053","298"
"299","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"003","00","054",,CHIMBOTE,"02180900300054","299"
"300","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"003","00","055",,CHIMBOTE,"02180900300055","300"
"301","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"003","00","056",,CHIMBOTE,"02180900300056","301"
"302","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"003","00","058",,CHIMBOTE,"02180900300058","302"
"303","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","018",R,CHIMBOTE,02180900100018R,"303"
"304","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","020",,CHIMBOTE,"02180900100020","304"
"305","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","021",,CHIMBOTE,"02180900100021","305"
"306","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","022",,CHIMBOTE,"02180900100022","306"
"307","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","023",,CHIMBOTE,"02180900100023","307"
"308","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","024",,CHIMBOTE,"02180900100024","308"
"309","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","025",,CHIMBOTE,"02180900100025","309"
"310","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","026",,CHIMBOTE,"02180900100026","310"
"311","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","027",,CHIMBOTE,"02180900100027","311"
"312","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","028",,CHIMBOTE,"02180900100028","312"
"313","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","029",,CHIMBOTE,"02180900100029","313"
"314","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","030",,CHIMBOTE,"02180900100030","314"
"315","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","032",,CHIMBOTE,"02180900100032","315"
"316","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","033",B,CHIMBOTE,02180900100033B,"316"
"317","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","034",,CHIMBOTE,"02180900100034","317"
"318","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","035",,CHIMBOTE,"02180900100035","318"
"319","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","036",,CHIMBOTE,"02180900100036","319"
"320","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","037",,CHIMBOTE,"02180900100037","320"
"321","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"002","00","022",,CHIMBOTE,"02180900200022","321"
"322","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"002","00","023",,CHIMBOTE,"02180900200023","322"
"323","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"002","00","024",A,CHIMBOTE,02180900200024A,"323"
"324","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"002","00","025",,CHIMBOTE,"02180900200025","324"
"325","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"002","00","026",,CHIMBOTE,"02180900200026","325"
"326","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"002","00","027",,CHIMBOTE,"02180900200027","326"
"327","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"002","00","028",,CHIMBOTE,"02180900200028","327"
"328","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"002","00","029",A,CHIMBOTE,02180900200029A,"328"
"329","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"002","00","031",A,CHIMBOTE,02180900200031A,"329"
"330","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"002","00","038",A,CHIMBOTE,02180900200038A,"330"
"331","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"002","00","039",,CHIMBOTE,"02180900200039","331"
"332","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"002","00","040",,CHIMBOTE,"02180900200040","332"
"333","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","01","008",,CHIMBOTE,"02180900501008","333"
"334","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","01","009",,CHIMBOTE,"02180900501009","334"
"335","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","01","010",,CHIMBOTE,"02180900501010","335"
"336","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","01","011",,CHIMBOTE,"02180900501011","336"
"337","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","01","012",,CHIMBOTE,"02180900501012","337"
"338","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","01","013",,CHIMBOTE,"02180900501013","338"
"339","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","01","014",,CHIMBOTE,"02180900501014","339"
"340","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","01","015",,CHIMBOTE,"02180900501015","340"
"341","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"003","00","001",A,CHIMBOTE,02180900300001A,"341"
"342","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"003","00","002",,CHIMBOTE,"02180900300002","342"
"343","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"003","00","003",,CHIMBOTE,"02180900300003","343"
"344","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"003","00","005",,CHIMBOTE,"02180900300005","344"
